 Morbidade Hospitalar do SUS - por local de residência - Brasil;;;;;;;;;;;;;;;;
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município;;;;;;;;;;;;;;;;
Período:Abr/2020;;;;;;;;;;;;;;;;
Município;Internações;AIH_aprovadas;Valor_total;Valor_serviços_hospitalares;Val_serv_hosp_-_compl_federal;Val_serv_hosp_-_compl_gestor;Valor_serviços_profissionais;Val_serv_prof_-_compl_federal;Val_serv_prof_-_compl_gestor;Valor_médio_AIH;Valor_médio_intern;Dias_permanência;Média_permanência;Óbitos;Taxa_mortalidade;Data
330030 Barra do Piraí;303;362;561524,36;471061,54;-;-;90462,82;-;-;1551,17;1853,22;4562;15,1;35;11,55;
330040 Barra Mansa;713;715;851756,22;681094,46;-;-;170661,76;-;-;1191,27;1194,61;5200;7,3;66;9,26;
330045 Belford Roxo;2022;2027;2368116,11;1945657,41;-;-;422458,7;-;-;1168,29;1171,18;9906;4,9;63;3,12;
330050 Bom Jardim;107;110;109538,57;89181,33;-;-;20357,24;-;-;995,81;1023,72;604;5,6;13;12,15;
330060 Bom Jesus do Itabapoana;156;157;359311,92;304254,58;-;-;55057,34;-;-;2288,61;2303,28;951;6,1;7;4,49;
330070 Cabo Frio;748;755;900376,31;719664,08;149,27;-;180489,47;-;-;1192,55;1203,71;3664;4,9;48;6,42;
330080 Cachoeiras de Macacu;39;47;115574,47;96556,11;-;-;19018,36;-;-;2459,03;2963,45;562;14,4;3;7,69;
330090 Cambuci;21;21;31728,16;26883,9;-;-;4844,26;-;-;1510,86;1510,86;86;4,1;-;-;
330100 Campos dos Goytacazes;1869;1951;3922087,41;3228564,17;-;-;693523,24;-;-;2010,3;2098,5;16454;8,8;131;7,01;
330110 Cantagalo;74;76;49089,55;40658,97;-;-;8430,58;-;-;645,92;663,37;366;4,9;3;4,05;
330093 Carapebus;22;29;52660,48;43107,54;-;-;9552,94;-;-;1815,88;2393,66;260;11,8;1;4,55;
330115 Cardoso Moreira;48;48;163050,48;134121,53;-;-;28928,95;-;-;3396,88;3396,88;222;4,6;4;8,33;
330120 Carmo;96;96;64038,73;53092,73;-;-;10946;-;-;667,07;667,07;387;4;3;3,13;
330130 Casimiro de Abreu;142;143;89465,99;69118,41;-;-;20347,58;-;-;625,64;630,04;608;4,3;12;8,45;
330095 Comendador Levy Gasparian;26;28;25535,22;20027,63;-;-;5507,59;-;-;911,97;982,12;160;6,2;1;3,85;
330140 Conceição de Macabu;43;46;72454,76;55395,26;-;-;17059,5;-;-;1575,1;1684,99;255;5,9;3;6,98;
330150 Cordeiro;86;90;101008,48;84994,56;-;-;16013,92;-;-;1122,32;1174,52;602;7;7;8,14;
330160 Duas Barras;41;45;43625,47;35017,5;-;-;8607,97;-;-;969,45;1064,04;267;6,5;5;12,2;
330170 Duque de Caxias;2850;2863;3654434,17;2889265,69;-;-;765168,48;-;-;1276,44;1282,26;17718;6,2;188;6,6;
330180 Engenheiro Paulo de Frontin;49;53;74220,49;63168,97;-;-;11051,52;-;-;1400,39;1514,7;439;9;3;6,12;
330185 Guapimirim;176;177;206675,48;166530,58;-;-;40144,9;-;-;1167,66;1174,29;1054;6;16;9,09;
330187 Iguaba Grande;52;52;64932,76;52210,21;-;-;12722,55;-;-;1248,71;1248,71;233;4,5;3;5,77;
330190 Itaboraí;631;635;876772,61;711702,59;-;-;165070,02;-;-;1380,74;1389,5;4626;7,3;93;14,74;
330200 Itaguaí;395;395;365147,68;280765,18;-;-;84382,5;-;-;924,42;924,42;2788;7,1;38;9,62;
330205 Italva;33;33;95379,97;77167,21;-;-;18212,76;-;-;2890,3;2890,3;119;3,6;-;-;
330210 Itaocara;131;131;234690,93;190600,68;-;-;44090,25;-;-;1791,53;1791,53;599;4,6;10;7,63;
330220 Itaperuna;386;462;1493523,66;1260812,31;-;-;232711,35;-;-;3232,74;3869,23;4449;11,5;24;6,22;
330225 Itatiaia;182;183;219696,59;189236,37;-;-;30460,22;-;-;1200,53;1207,12;986;5,4;5;2,75;
330227 Japeri;241;245;306420,97;228719,67;-;-;77701,3;-;-;1250,7;1271,46;1602;6,6;9;3,73;
330230 Laje do Muriaé;24;27;116940,63;100237,04;-;-;16703,59;-;-;4331,13;4872,53;232;9,7;1;4,17;
330240 Macaé;270;278;553465,3;463378,2;-;-;90087,1;-;-;1990,88;2049,87;1717;6,4;17;6,3;
330245 Macuco;30;31;26637,48;22323,18;-;-;4314,3;-;-;859,27;887,92;223;7,4;1;3,33;
330250 Magé;779;779;902450,61;714216,36;-;-;188234,25;-;-;1158,47;1158,47;4657;6;59;7,57;
330260 Mangaratiba;160;162;126994,92;97641,09;-;-;29353,83;-;-;783,92;793,72;918;5,7;9;5,63;
330270 Maricá;520;525;686493,17;545022,89;-;-;141470,28;-;-;1307,61;1320,18;3076;5,9;58;11,15;
330280 Mendes;56;59;154291,9;128318,79;-;-;25973,11;-;-;2615,12;2755,21;567;10,1;2;3,57;
330285 Mesquita;422;426;466749,93;353625,29;-;-;113124,64;-;-;1095,66;1106,04;2683;6,4;36;8,53;
330290 Miguel Pereira;189;192;213352,64;174949,06;-;-;38403,58;-;-;1111,21;1128,85;979;5,2;18;9,52;
330300 Miracema;177;177;171564,74;136116,91;-;-;35447,83;-;-;969,29;969,29;574;3,2;7;3,95;
330310 Natividade;82;82;123468,44;98456,38;-;-;25012,06;-;-;1505,71;1505,71;335;4,1;4;4,88;
330320 Nilópolis;314;316;412790,13;324716,18;-;-;88073,95;-;-;1306,3;1314,62;2577;8,2;20;6,37;
330330 Niterói;1181;1326;2511417,96;2093629,53;-;-;417788,43;-;-;1893,98;2126,52;14494;12,3;113;9,57;
330340 Nova Friburgo;415;481;925628,01;770910,67;-;-;154717,34;-;-;1924,38;2230,43;5524;13,3;41;9,88;
330350 Nova Iguaçu;2406;2414;2916740,21;2276512,79;-;-;640227,42;-;-;1208,26;1212,28;14623;6,1;154;6,4;
330360 Paracambi;144;145;257542,33;219022,15;-;-;38520,18;-;-;1776,15;1788,49;829;5,8;13;9,03;
330370 Paraíba do Sul;165;173;180687,64;150234,56;-;-;30453,08;-;-;1044,44;1095,08;986;6;9;5,45;
330380 Paraty;201;202;150459,32;118648,25;-;-;31811,07;-;-;744,85;748,55;924;4,6;9;4,48;
330385 Paty do Alferes;156;156;117778,96;90741,98;-;-;27036,98;-;-;754,99;754,99;508;3,3;11;7,05;
330390 Petrópolis;1104;1553;3480058,34;3032448,5;-;-;447609,84;-;-;2240,86;3152,23;20859;18,9;62;5,62;
330395 Pinheiral;82;82;105699,34;84047,91;-;-;21651,43;-;-;1289,02;1289,02;371;4,5;3;3,66;
330400 Piraí;111;114;117597,54;91816,67;-;-;25780,87;-;-;1031,56;1059,44;462;4,2;12;10,81;
330410 Porciúncula;37;38;151290,08;121219,6;-;-;30070,48;-;-;3981,32;4088,92;211;5,7;3;8,11;
330411 Porto Real;9;9;51052,2;41665,44;-;-;9386,76;-;-;5672,47;5672,47;88;9,8;-;-;
330412 Quatis;53;53;86268,08;75376,08;-;-;10892;-;-;1627,7;1627,7;407;7,7;4;7,55;
330414 Queimados;472;474;717977,21;578687,13;-;-;139290,08;-;-;1514,72;1521,14;2936;6,2;22;4,66;
330415 Quissamã;84;84;146537,41;123040,64;-;-;23496,77;-;-;1744,49;1744,49;530;6,3;10;11,9;
330420 Resende;549;549;638215,04;520455,74;-;-;117759,3;-;-;1162,5;1162,5;2794;5,1;53;9,65;
330430 Rio Bonito;190;191;197901,49;155476,85;-;-;42424,64;-;-;1036,13;1041,59;734;3,9;11;5,79;
330440 Rio Claro;45;46;43706,44;37269,84;-;-;6436,6;-;-;950,14;971,25;220;4,9;5;11,11;
330450 Rio das Flores;51;52;80196,39;67746,82;-;-;12449,57;-;-;1542,24;1572,48;299;5,9;2;3,92;
330452 Rio das Ostras;390;392;417488,7;324441,5;-;-;93047,2;-;-;1065,02;1070,48;2104;5,4;31;7,95;
330455 Rio de Janeiro;14607;15014;22875045,18;18276365,63;223,58;-;4598331,67;-;-;1523,58;1566,03;118905;8,1;1471;10,07;
330460 Santa Maria Madalena;36;40;25150,76;20197,32;-;-;4953,44;-;-;628,77;698,63;281;7,8;-;-;
330470 Santo Antônio de Pádua;242;242;241479,57;200349,12;-;-;41130,45;-;-;997,85;997,85;998;4,1;13;5,37;
330480 São Fidélis;166;172;304044,31;252110,87;-;-;51933,44;-;-;1767,7;1831,59;1203;7,2;15;9,04;
330475 São Francisco de Itabapoana;139;144;309383,9;257617,74;-;-;51766,16;-;-;2148,5;2225,78;1339;9,6;13;9,35;
330490 São Gonçalo;2675;2800;4226085,13;3483012,46;-;-;743072,67;-;-;1509,32;1579,84;20931;7,8;300;11,21;
330500 São João da Barra;154;160;270428,65;227952,96;-;-;42475,69;-;-;1690,18;1756,03;1196;7,8;14;9,09;
330510 São João de Meriti;1167;1176;1877239,13;1483461,55;-;-;393777,58;-;-;1596,29;1608,6;8452;7,2;80;6,86;
330513 São José de Ubá;11;12;74726,36;66734,9;-;-;7991,46;-;-;6227,2;6793,31;127;11,5;-;-;
330515 São José do Vale do Rio Preto;59;66;67061,62;54315,94;-;-;12745,68;-;-;1016,09;1136,64;481;8,2;3;5,08;
330520 São Pedro da Aldeia;201;201;261807,99;194012,93;-;-;67795,06;-;-;1302,53;1302,53;667;3,3;2;1;
330530 São Sebastião do Alto;30;32;18283,13;15606,53;-;-;2676,6;-;-;571,35;609,44;209;7;2;6,67;
330540 Sapucaia;26;36;38185,37;31011,54;-;-;7173,83;-;-;1060,7;1468,67;394;15,2;1;3,85;
330550 Saquarema;289;289;305426,16;250304,6;-;-;55121,56;-;-;1056,84;1056,84;1976;6,8;36;12,46;
330555 Seropédica;192;192;224734,2;172190,39;-;-;52543,81;-;-;1170,49;1170,49;1038;5,4;9;4,69;
330560 Silva Jardim;89;89;84540,4;68816,89;-;-;15723,51;-;-;949,89;949,89;459;5,2;8;8,99;
330570 Sumidouro;33;34;31116,38;25508,01;-;-;5608,37;-;-;915,19;942,92;242;7,3;2;6,06;
330575 Tanguá;81;84;178188,37;141226,3;-;-;36962,07;-;-;2121,29;2199,86;783;9,7;6;7,41;
330580 Teresópolis;582;653;1251450,56;1034355,33;-;-;217095,23;-;-;1916,46;2150,26;5715;9,8;37;6,36;
330590 Trajano de Moraes;44;47;53425,77;43419,04;-;-;10006,73;-;-;1136,72;1214,22;272;6,2;2;4,55;
330600 Três Rios;209;249;330568,2;272111,01;-;-;58457,19;-;-;1327,58;1581,67;2046;9,8;15;7,18;
330610 Valença;545;548;881722,53;733887,16;-;-;147835,37;-;-;1608,98;1617,84;3629;6,7;38;6,97;
330615 Varre-Sai;48;48;104547,54;89050,55;-;-;15496,99;-;-;2178,07;2178,07;182;3,8;2;4,17;
330620 Vassouras;162;174;247331,13;201806,57;-;-;45524,56;-;-;1421,44;1526,74;1355;8,4;7;4,32;
330630 Volta Redonda;799;803;1391452,25;1129523,24;-;-;261929,01;-;-;1732,82;1741,49;5300;6,6;87;10,89;
350010 Adamantina;150;213;308500,59;262323,18;-;-;46177,41;-;-;1448,36;2056,67;2484;16,6;12;8;
350020 Adolfo;21;21;44794,53;38914,73;-;-;5879,8;-;-;2133,07;2133,07;128;6,1;2;9,52;
350030 Aguaí;95;105;103902,97;84127,33;-;-;19775,64;-;-;989,55;1093,72;697;7,3;6;6,32;
350040 Águas da Prata;20;22;38140,61;32623,41;-;-;5517,2;-;-;1733,66;1907,03;150;7,5;3;15;
350050 Águas de Lindóia;112;114;197377,65;163809,66;-;-;33567,99;-;-;1731,38;1762,3;511;4,6;12;10,71;
350055 Águas de Santa Bárbara;22;22;54782,2;46899,48;-;-;7882,72;-;-;2490,1;2490,1;123;5,6;1;4,55;
350060 Águas de São Pedro;16;16;19534,49;15707,07;-;-;3827,42;-;-;1220,91;1220,91;50;3,1;-;-;
350070 Agudos;209;215;327680,85;265982,17;-;-;61698,68;-;-;1524,1;1567,85;1323;6,3;8;3,83;
350075 Alambari;17;17;10949,33;8443,43;-;-;2505,9;-;-;644,08;644,08;97;5,7;1;5,88;
350080 Alfredo Marcondes;29;29;38610;31515,34;-;-;7094,66;-;-;1331,38;1331,38;188;6,5;4;13,79;
350090 Altair;9;9;8944,46;6642,49;-;-;2301,97;-;-;993,83;993,83;21;2,3;-;-;
350100 Altinópolis;150;154;143688,79;118487;-;-;25201,79;-;-;933,04;957,93;525;3,5;6;4;
350110 Alto Alegre;10;10;12079,75;9899,61;-;-;2180,14;-;-;1207,97;1207,97;25;2,5;-;-;
350115 Alumínio;32;32;26102,82;21289,32;-;-;4813,5;-;-;815,71;815,71;144;4,5;2;6,25;
350120 Álvares Florence;13;13;38438,02;29173,93;-;-;9264,09;-;-;2956,77;2956,77;66;5,1;-;-;
350130 Álvares Machado;103;107;149706,71;117715,39;-;-;31991,32;-;-;1399,13;1453,46;818;7,9;8;7,77;
350140 Álvaro de Carvalho;13;14;27227,26;21867,73;-;-;5359,53;-;-;1944,8;2094,4;78;6;1;7,69;
350150 Alvinlândia;13;15;58947,47;46709,51;-;-;12237,96;-;-;3929,83;4534,42;184;14,2;1;7,69;
350160 Americana;673;734;968360,95;786650,76;-;-;181710,19;-;-;1319,29;1438,87;5037;7,5;42;6,24;
350170 Américo Brasiliense;134;134;156911,2;123650,54;-;-;33260,66;-;-;1170,98;1170,98;589;4,4;9;6,72;
350180 Américo de Campos;20;20;22641,95;19947,09;-;-;2694,86;-;-;1132,1;1132,1;65;3,3;1;5;
350190 Amparo;221;234;376366,69;323356,29;-;-;53010,4;-;-;1608,4;1703,02;1416;6,4;19;8,6;
350200 Analândia;11;11;11343,85;8993,58;-;-;2350,27;-;-;1031,26;1031,26;26;2,4;-;-;
350210 Andradina;207;209;297409,03;244247,53;-;-;53161,5;-;-;1423,01;1436,76;973;4,7;17;8,21;
350220 Angatuba;78;78;68759,3;51431,98;-;-;17327,32;-;-;881,53;881,53;282;3,6;2;2,56;
350230 Anhembi;32;32;56042,71;44962,57;-;-;11080,14;-;-;1751,33;1751,33;145;4,5;-;-;
350240 Anhumas;25;25;38432,79;30150,02;-;-;8282,77;-;-;1537,31;1537,31;120;4,8;1;4;
350250 Aparecida;105;109;178054,63;148342,51;-;-;29712,12;-;-;1633,53;1695,76;667;6,4;10;9,52;
350260 Aparecida d'Oeste;13;15;6252,79;5299,67;-;-;953,12;-;-;416,85;480,98;50;3,8;-;-;
350270 Apiaí;104;104;125225,99;98676;-;-;26549,99;-;-;1204,1;1204,1;342;3,3;4;3,85;
350275 Araçariguama;65;65;58532,95;44233,45;-;-;14299,5;-;-;900,51;900,51;260;4;5;7,69;
350280 Araçatuba;398;444;928351,12;789074,49;-;-;139276,63;-;-;2090,88;2332,54;3888;9,8;66;16,58;
350290 Araçoiaba da Serra;75;75;98674,44;76957,09;-;-;21717,35;-;-;1315,66;1315,66;410;5,5;6;8;
350300 Aramina;26;26;83934,92;71717,69;-;-;12217,23;-;-;3228,27;3228,27;164;6,3;2;7,69;
350310 Arandu;24;24;53048,04;43568,23;-;-;9479,81;-;-;2210,34;2210,34;125;5,2;2;8,33;
350315 Arapeí;4;4;1402,31;1208,79;-;-;193,52;-;-;350,58;350,58;11;2,8;2;50;
350320 Araraquara;816;829;1401442,52;1157216,54;-;-;244225,98;-;-;1690,52;1717,45;3754;4,6;50;6,13;
350330 Araras;360;495;890990,3;755062,02;-;-;135928,28;-;-;1799,98;2474,97;5688;15,8;31;8,61;
350335 Arco-Íris;14;14;24768,54;21234,83;-;-;3533,71;-;-;1769,18;1769,18;66;4,7;1;7,14;
350340 Arealva;35;35;28684,72;23077,04;-;-;5607,68;-;-;819,56;819,56;136;3,9;1;2,86;
350350 Areias;10;11;5883,87;4295,34;-;-;1588,53;-;-;534,9;588,39;48;4,8;2;20;
350360 Areiópolis;37;37;66335,7;56333,91;-;-;10001,79;-;-;1792,86;1792,86;137;3,7;-;-;
350370 Ariranha;34;37;70522,68;59454,55;-;-;11068,13;-;-;1906,02;2074,2;299;8,8;3;8,82;
350380 Artur Nogueira;82;88;212884,67;166651,79;-;-;46232,88;-;-;2419,14;2596,15;865;10,5;9;10,98;
350390 Arujá;242;246;353338,21;294238,08;-;-;59100,13;-;-;1436,33;1460,08;1403;5,8;11;4,55;
350395 Aspásia;10;11;21731,05;17564,54;-;-;4166,51;-;-;1975,55;2173,11;60;6;-;-;
350400 Assis;305;314;549084,34;446059,33;-;-;103025,01;-;-;1748,68;1800,28;1618;5,3;21;6,89;
350410 Atibaia;400;411;382829,65;295266,41;-;-;87563,24;-;-;931,46;957,07;1701;4,3;22;5,5;
350420 Auriflama;69;69;66666,79;53960,29;-;-;12706,5;-;-;966,19;966,19;253;3,7;3;4,35;
350430 Avaí;31;32;78268,2;66013,83;-;-;12254,37;-;-;2445,88;2524,78;281;9,1;4;12,9;
350440 Avanhandava;42;43;41718,6;33898,85;-;-;7819,75;-;-;970,2;993,3;185;4,4;1;2,38;
350450 Avaré;373;375;736137,62;595194,44;-;-;140943,18;-;-;1963,03;1973,56;1970;5,3;23;6,17;
350460 Bady Bassitt;125;127;208685,72;173078,34;-;-;35607,38;-;-;1643,19;1669,49;656;5,2;9;7,2;
350470 Balbinos;10;12;12665,74;10644,5;-;-;2021,24;-;-;1055,48;1266,57;159;15,9;-;-;
350480 Bálsamo;45;45;77848,1;66078,33;-;-;11769,77;-;-;1729,96;1729,96;232;5,2;3;6,67;
350490 Bananal;16;17;10956,31;7600,56;-;-;3355,75;-;-;644,49;684,77;76;4,8;1;6,25;
350500 Barão de Antonina;19;19;51601,05;44621,9;-;-;6979,15;-;-;2715,84;2715,84;87;4,6;3;15,79;
350510 Barbosa;14;15;10280,62;8460,31;-;-;1820,31;-;-;685,37;734,33;60;4,3;3;21,43;
350520 Bariri;183;186;216990,52;173353,14;-;-;43637,38;-;-;1166,62;1185,74;847;4,6;16;8,74;
350530 Barra Bonita;163;166;190164,34;155817,18;-;-;34347,16;-;-;1145,57;1166,65;718;4,4;15;9,2;
350535 Barra do Chapéu;29;29;23826,2;16707,47;-;-;7118,73;-;-;821,59;821,59;112;3,9;1;3,45;
350540 Barra do Turvo;21;21;33096,68;27435,03;-;-;5661,65;-;-;1576,03;1576,03;81;3,9;2;9,52;
350550 Barretos;567;608;1462739,47;1226842,15;-;-;235897,32;-;-;2405,82;2579,79;4576;8,1;56;9,88;
350560 Barrinha;101;104;169984,81;138946,87;-;-;31037,94;-;-;1634,47;1683,02;544;5,4;8;7,92;
350570 Barueri;1242;1248;2002969,75;1647524,32;-;-;355445,43;-;-;1604,94;1612,7;7403;6;112;9,02;
350580 Bastos;154;162;163956,72;133095,91;-;-;30860,81;-;-;1012,08;1064,65;718;4,7;9;5,84;
350590 Batatais;351;362;543350,38;443109,04;-;-;100241,34;-;-;1500,97;1548,01;1657;4,7;18;5,13;
350600 Bauru;1279;1328;1921911,69;1570030,32;-;-;351881,37;-;-;1447,22;1502,67;8554;6,7;87;6,8;
350610 Bebedouro;221;222;470299,53;381617,22;-;-;88682,31;-;-;2118,47;2128,05;1128;5,1;17;7,69;
350620 Bento de Abreu;6;6;6061,11;4308,54;-;-;1752,57;-;-;1010,19;1010,19;9;1,5;1;16,67;
350630 Bernardino de Campos;59;62;81225,39;65269,38;-;-;15956,01;-;-;1310,09;1376,7;305;5,2;6;10,17;
350635 Bertioga;231;235;202114,43;154637,87;-;-;47476,56;-;-;860,06;874,95;1073;4,6;17;7,36;
350640 Bilac;21;21;40526,65;33752,98;-;-;6773,67;-;-;1929,84;1929,84;95;4,5;-;-;
350650 Birigui;343;357;521277,8;430395,05;-;-;90882,75;-;-;1460,16;1519,76;2124;6,2;34;9,91;
350660 Biritiba-Mirim;63;63;63330,27;48449,91;-;-;14880,36;-;-;1005,24;1005,24;316;5;8;12,7;
350670 Boa Esperança do Sul;64;64;179209,97;154308,37;-;-;24901,6;-;-;2800,16;2800,16;365;5,7;3;4,69;
350680 Bocaina;36;37;67480,28;57092,61;-;-;10387,67;-;-;1823,79;1874,45;275;7,6;4;11,11;
350690 Bofete;53;53;113088,16;88563,71;-;-;24524,45;-;-;2133,74;2133,74;266;5;2;3,77;
350700 Boituva;200;201;251554,9;197923,48;-;-;53631,42;-;-;1251,52;1257,77;786;3,9;12;6;
350710 Bom Jesus dos Perdões;64;67;147744,18;121726,52;-;-;26017,66;-;-;2205,14;2308,5;428;6,7;6;9,38;
350715 Bom Sucesso de Itararé;17;17;15063,78;10673,74;-;-;4390,04;-;-;886,1;886,1;47;2,8;1;5,88;
350720 Borá;3;3;1773,64;1358,55;-;-;415,09;-;-;591,21;591,21;8;2,7;-;-;
350730 Boracéia;21;21;16318,63;12058,32;-;-;4260,31;-;-;777,08;777,08;54;2,6;1;4,76;
350740 Borborema;57;58;70609,67;58145,63;-;-;12464,04;-;-;1217,41;1238,77;274;4,8;3;5,26;
350745 Borebi;14;14;7787,91;6381,77;-;-;1406,14;-;-;556,28;556,28;52;3,7;1;7,14;
350750 Botucatu;744;751;1755837,2;1469765,11;-;-;286072,09;-;-;2338;2360;4691;6,3;42;5,65;
350760 Bragança Paulista;583;596;931874,93;755117,31;-;-;176757,62;-;-;1563,55;1598,41;2819;4,8;54;9,26;
350770 Braúna;21;22;14764,69;12428,48;-;-;2336,21;-;-;671,12;703,08;114;5,4;4;19,05;
350775 Brejo Alegre;2;2;1204,28;974,07;-;-;230,21;-;-;602,14;602,14;2;1;-;-;
350780 Brodowski;119;122;207963,99;171583,88;-;-;36380,11;-;-;1704,62;1747,6;640;5,4;5;4,2;
350790 Brotas;105;105;128355,03;106034,74;-;-;22320,29;-;-;1222,43;1222,43;487;4,6;7;6,67;
350800 Buri;56;56;85169,75;64846,13;-;-;20323,62;-;-;1520,89;1520,89;230;4,1;5;8,93;
350810 Buritama;101;101;135657,17;114822,03;-;-;20835,14;-;-;1343,14;1343,14;461;4,6;5;4,95;
350820 Buritizal;15;15;18608,38;15020,92;-;-;3587,46;-;-;1240,56;1240,56;40;2,7;-;-;
350830 Cabrália Paulista;48;48;48094,37;38218,1;-;-;9876,27;-;-;1001,97;1001,97;171;3,6;2;4,17;
350840 Cabreúva;138;142;196515,56;161112,41;-;-;35403,15;-;-;1383,91;1424,03;728;5,3;9;6,52;
350850 Caçapava;480;481;613707,76;483797,21;-;-;129910,55;-;-;1275,9;1278,56;2003;4,2;32;6,67;
350860 Cachoeira Paulista;111;120;221578,67;177581,17;-;-;43997,5;-;-;1846,49;1996,2;902;8,1;5;4,5;
350870 Caconde;86;113;105763,41;90189,51;-;-;15573,9;-;-;935,96;1229,81;1015;11,8;5;5,81;
350880 Cafelândia;83;85;96090,96;76514,93;-;-;19576,03;-;-;1130,48;1157,72;460;5,5;5;6,02;
350890 Caiabu;11;12;11623,28;9412,8;-;-;2210,48;-;-;968,61;1056,66;85;7,7;1;9,09;
350900 Caieiras;240;241;284457,53;227452,47;-;-;57005,06;-;-;1180,32;1185,24;1249;5,2;18;7,5;
350910 Caiuá;19;19;27331,18;23471,69;-;-;3859,49;-;-;1438,48;1438,48;127;6,7;1;5,26;
350920 Cajamar;182;184;202181,06;164369,48;-;-;37811,58;-;-;1098,81;1110,88;1078;5,9;8;4,4;
350925 Cajati;112;112;86524,61;61916,31;-;-;24608,3;-;-;772,54;772,54;442;3,9;4;3,57;
350930 Cajobi;57;57;87072,8;69933,47;-;-;17139,33;-;-;1527,59;1527,59;224;3,9;2;3,51;
350940 Cajuru;229;234;179507,36;143581,63;-;-;35925,73;-;-;767,13;783,87;1004;4,4;7;3,06;
350945 Campina do Monte Alegre;27;27;22557,32;17442,75;-;-;5114,57;-;-;835,46;835,46;88;3,3;3;11,11;
350950 Campinas;4129;4142;8570480,22;6986488,02;-;-;1583992,2;-;-;2069,16;2075,68;26248;6,4;247;5,98;
350960 Campo Limpo Paulista;261;269;321230,4;260954,26;-;-;60276,14;-;-;1194,17;1230,77;1314;5;19;7,28;
350970 Campos do Jordão;204;210;275174,31;210820,56;-;-;64353,75;-;-;1310,35;1348,89;888;4,4;11;5,39;
350980 Campos Novos Paulista;11;11;16388,89;12938,93;-;-;3449,96;-;-;1489,9;1489,9;80;7,3;1;9,09;
350990 Cananéia;48;48;46077,46;36287,2;-;-;9790,26;-;-;959,95;959,95;349;7,3;6;12,5;
350995 Canas;21;21;12177,24;9850,98;-;-;2326,26;-;-;579,87;579,87;90;4,3;1;4,76;
351000 Cândido Mota;128;129;224907,12;178738,26;-;-;46168,86;-;-;1743,47;1757,09;686;5,4;12;9,38;
351010 Cândido Rodrigues;15;15;28760,9;24424,71;-;-;4336,19;-;-;1917,39;1917,39;53;3,5;2;13,33;
351015 Canitar;16;17;86759,15;72662,11;-;-;14097,04;-;-;5103,48;5422,45;167;10,4;2;12,5;
351020 Capão Bonito;168;168;200647,22;153670,41;-;-;46976,81;-;-;1194,33;1194,33;705;4,2;16;9,52;
351030 Capela do Alto;70;72;112743,02;80693,94;-;-;32049,08;-;-;1565,88;1610,61;490;7;2;2,86;
351040 Capivari;136;143;139105,98;105760,7;-;-;33345,28;-;-;972,77;1022,84;666;4,9;6;4,41;
351050 Caraguatatuba;729;734;1011679,33;826986,98;824,64;-;183424,29;-;-;1378,31;1387,76;3162;4,3;43;5,9;
351060 Carapicuíba;1297;1305;1885913,84;1535966,85;-;-;349946,99;-;-;1445,14;1454,06;7765;6;106;8,17;
351070 Cardoso;50;51;69632,07;57071,68;-;-;12560,39;-;-;1365,33;1392,64;273;5,5;3;6;
351080 Casa Branca;156;272;281237,24;233400,28;-;-;47836,96;-;-;1033,96;1802,8;3894;25;13;8,33;
351090 Cássia dos Coqueiros;24;24;37255,74;30113,23;-;-;7142,51;-;-;1552,32;1552,32;114;4,8;1;4,17;
351100 Castilho;63;66;53889,99;38484,11;-;-;15405,88;-;-;816,51;855,4;281;4,5;4;6,35;
351110 Catanduva;527;552;1142672,58;934220,33;-;-;208452,25;-;-;2070,06;2168,26;4048;7,7;52;9,87;
351120 Catiguá;16;20;25336,81;20795,09;-;-;4541,72;-;-;1266,84;1583,55;187;11,7;1;6,25;
351130 Cedral;51;51;84848,71;69109,42;-;-;15739,29;-;-;1663,7;1663,7;219;4,3;3;5,88;
351140 Cerqueira César;121;122;174055,21;142254,21;-;-;31801;-;-;1426,68;1438,47;465;3,8;6;4,96;
351150 Cerquilho;137;137;150489,57;121587,89;-;-;28901,68;-;-;1098,46;1098,46;497;3,6;7;5,11;
351160 Cesário Lange;50;50;38131,56;30317,35;-;-;7814,21;-;-;762,63;762,63;247;4,9;8;16;
351170 Charqueada;66;68;56002,25;44792,72;-;-;11209,53;-;-;823,56;848,52;271;4,1;2;3,03;
355720 Chavantes;83;87;90708,02;77592,59;-;-;13115,43;-;-;1042,62;1092,87;369;4,4;1;1,2;
351190 Clementina;46;46;32821,4;27543,76;-;-;5277,64;-;-;713,51;713,51;184;4;2;4,35;
351200 Colina;112;112;155558,28;123393,9;1270,15;-;30562,2;-;-;1388,91;1388,91;444;4;10;8,93;
351210 Colômbia;31;31;52761,34;45235,69;-;-;7525,65;-;-;1701,98;1701,98;204;6,6;2;6,45;
351220 Conchal;136;141;300946,63;257926,75;-;-;43019,88;-;-;2134,37;2212,84;812;6;4;2,94;
351230 Conchas;71;72;185478,64;150361,86;-;-;35116,78;-;-;2576,09;2612,38;524;7,4;3;4,23;
351240 Cordeirópolis;67;71;114298,56;94078,13;-;-;20220,43;-;-;1609,84;1705,95;395;5,9;3;4,48;
351250 Coroados;13;14;16956,22;14304,16;-;-;2652,06;-;-;1211,16;1304,32;110;8,5;-;-;
